concept_code,concept_name,date,overall_sentiment,overall_importance,overall_impact,overall_duration,news_consistency,fcast_ret,close,high,low,open,volume
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-09-23,0.0,6.5,5.0,6.0,4.0,5.0,1404.3940698681577,1418.2491983944346,1371.8349012740339,1414.0880241425477,732904203.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-09-24,0.4,6.5,6.8,4.5,7.0,6.5,1422.7388562083966,1422.7667621931319,1388.0338455683,1398.6016474804278,605177966.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-09-25,-0.5,7.0,7.0,7.0,5.5,2.5,1403.4315018191048,1427.700089093013,1401.966211436001,1423.7717536643377,809213438.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-09-26,-0.3,5.5,4.5,6.0,4.5,3.5,1385.0777643623774,1403.6046181926902,1381.055740671458,1395.9894655808555,623527372.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-09-29,0.15,5.3,4.8,6.0,4.5,5.1,1403.3955659099508,1407.5344901193216,1376.6612181546677,1386.2477574874538,538721710.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-09-30,0.35,6.5,6.0,6.0,6.5,5.5,1400.7758912619752,1407.14629064058,1396.706055743472,1404.920144634713,542233865.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-09,-0.15,5.5,5.0,4.5,4.0,4.8,1390.201122222033,1402.357342778448,1385.6048293285955,1402.357342778448,623320033.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-10,-0.15,7.5,6.8,6.5,5.0,4.5,1384.2716839603713,1403.2187094155079,1382.5871537747378,1387.7199987620254,517626224.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-13,0.35,4.5,5.0,3.0,6.5,6.5,1367.6860015830075,1371.8181412437227,1313.4087364455654,1319.0578526082452,489436017.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-14,0.25,6.5,6.0,5.5,6.8,5.2,1341.8320910292186,1382.7767942986798,1338.1895579542825,1374.459434319397,482945916.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-15,0.4,7.0,6.5,7.0,6.0,6.5,1370.9209523186646,1371.0121496243632,1333.7695788540998,1347.0660821359932,399580686.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-16,-0.5,5.5,4.5,5.0,4.0,2.5,1351.41844045361,1370.0132923008448,1347.5213421694018,1370.0132923008448,363239017.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-17,-0.35,7.0,6.5,7.0,5.0,4.5,1322.0739666675267,1351.3490743108027,1321.147211218372,1351.3490652957082,434012622.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-20,0.75,7.5,7.0,6.5,8.0,6.8,1343.9226376612266,1351.0818238445124,1331.762594586953,1337.7404841041982,389661256.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-21,0.25,6.5,5.5,5.0,5.0,5.8,1368.09277703982,1368.3072440953824,1340.65252434382,1344.8390437471016,408006985.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-22,0.35,6.5,5.8,6.2,6.0,5.5,1364.3392584734308,1379.7670645785327,1358.910462934609,1363.5163908530974,413437900.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-23,-0.1,5.5,4.8,5.0,4.5,4.7,1366.3772873556866,1367.217678656432,1344.8868157292527,1361.5387721292427,460420535.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-24,0.15,5.8,4.5,3.5,4.0,5.8,1373.873756821667,1376.043150381972,1367.083417093291,1370.421123890664,416327122.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-27,0.4,6.5,5.5,5.0,7.0,6.5,1383.7120589620276,1391.6797637192185,1372.2509586301014,1385.2535014965442,476860635.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-28,0.75,8.3,7.5,8.8,8.0,6.5,1382.952877995314,1384.8113489160103,1373.8488706299208,1380.577166936453,467790704.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-29,0.45,6.5,7.0,5.5,6.0,6.8,1385.5453450134905,1386.837120311486,1376.9466644968927,1385.9734831327542,404168221.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-30,0.75,7.5,7.0,6.5,8.0,6.8,1363.5201030736032,1390.1716711363101,1362.8799391295827,1390.171667155392,590125257.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-10-31,0.15,6.5,5.5,5.0,3.5,5.2,1376.231812096174,1381.7096216492969,1360.9314975416366,1361.0079782838836,586375820.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-03,-0.15,6.5,5.5,5.0,4.5,4.8,1388.9787761591524,1388.9787761591524,1369.4909195535145,1374.6010118406,586912955.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-04,-0.4,6.5,6.0,4.5,5.0,2.5,1372.2330602689933,1390.0510889580762,1362.6046480537084,1390.05107888987,603548714.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-05,0.4,6.5,6.0,5.0,7.0,6.5,1380.718758691659,1385.0370491119338,1359.5702021564607,1359.5702021564607,642037442.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-06,0.15,5.8,5.5,4.5,4.0,5.2,1393.4219673543953,1395.805107317261,1370.6052111947229,1379.1674400729855,707271204.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-07,0.35,7.2,6.0,5.5,5.0,5.5,1387.2704360411415,1393.009707215785,1383.6145237467074,1391.626486299302,652116733.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-10,0.15,6.5,5.8,4.5,5.0,5.5,1379.3304105077939,1387.8040594983224,1373.2277754945294,1386.2645678849124,665087676.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-11,0.35,6.5,6.0,5.5,4.5,6.2,1391.149256597629,1393.8308616261684,1380.2347599320158,1383.2483999409026,670740854.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-12,0.0,4.5,4.0,5.0,4.0,5.0,1384.237726759508,1392.0753243306247,1372.6541383275185,1390.9711033345213,696093233.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-13,-0.25,6.0,6.5,5.5,4.5,4.0,1391.2903210152854,1395.4630457168198,1377.3702292403777,1383.9732091962055,643653971.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-14,-0.3,6.5,5.5,3.0,3.5,3.8,1394.6666236271528,1405.0874933293478,1384.30919605174,1384.8049963370338,603173975.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-17,-0.15,7.2,6.0,7.5,4.5,4.0,1404.993741910366,1405.325277589624,1389.2054452692864,1397.3300069585646,573919807.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-18,0.0,5.5,4.5,4.0,4.0,5.0,1379.0374123804988,1400.1815674495317,1373.5246401967408,1400.181566991113,520336569.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-19,0.5,8.0,6.5,6.5,8.0,7.0,1347.8246006977497,1379.2824088969967,1342.954113763303,1378.5858455674997,457461227.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-20,-0.1,6.5,6.0,6.5,4.5,4.5,1344.5529314208584,1358.4452423249977,1339.81513448134,1353.9766511894682,371847168.0
家电零部件Ⅱ&其他家电Ⅱ,家电零部件Ⅱ&其他家电Ⅱ,2025-11-21,0.2,4.5,4.8,5.5,4.0,4.5,1292.0884906761025,1345.222697178094,1291.7094886201235,1337.982436871696,516485954.0
小家电,小家电,2025-09-05,0.5,6.0,6.0,5.0,7.0,6.5,926.9790936498333,926.979094469937,907.0774281220737,914.8543300469877,157633803.0
小家电,小家电,2025-09-08,-0.4,6.5,5.5,4.5,4.0,3.0,943.9390829374374,945.1802443741637,926.8203853553972,926.8203908775241,177257905.0
小家电,小家电,2025-09-09,0.55,7.2,7.0,7.5,8.0,7.3,935.3588920066405,942.4352420204967,930.9869422036702,942.4352420204967,149229485.0
小家电,小家电,2025-09-10,0.3,7.0,6.5,5.5,6.0,6.5,934.4346987096669,940.2901157055834,930.1901711862349,932.9624780551017,123011904.0
小家电,小家电,2025-09-11,0.55,7.3,6.8,6.5,7.5,7.2,935.8925161798898,936.3656490076289,919.9893485370012,932.4209004552072,117709125.0
小家电,小家电,2025-09-12,0.35,6.8,5.5,6.0,6.5,5.8,929.8301306530572,938.8011579769113,926.5149640702458,938.8011574184522,131651807.0
小家电,小家电,2025-09-15,0.35,6.5,5.5,6.5,5.5,5.8,921.0979759977357,927.480742188991,920.947761275151,927.4807391753773,118769286.0
小家电,小家电,2025-09-16,0.6,7.0,7.5,7.0,7.5,7.0,940.4958613003363,940.4958613003363,918.4729292333509,921.536538746723,161653743.0
小家电,小家电,2025-09-17,-0.15,5.5,4.0,5.5,4.0,4.5,954.4885684925412,956.5664358769893,943.6494246747494,943.8617670167666,164383124.0
小家电,小家电,2025-09-18,-0.15,6.5,5.5,6.0,4.5,4.5,938.524312480683,959.3163065254782,930.9090593500345,954.3125214022407,197983541.0
小家电,小家电,2025-09-19,0.45,5.5,5.0,5.0,7.0,6.5,938.8625860755989,942.534738298359,930.6474847235229,937.4541797517492,130711887.0
小家电,小家电,2025-09-22,-0.15,6.3,5.2,4.8,4.5,4.7,930.8364009932901,942.8541316206788,924.3350717607985,939.3739279421542,134775715.0
小家电,小家电,2025-09-23,0.55,5.8,6.2,5.5,7.0,6.5,922.1797354757875,930.4020215968984,903.5368008283235,930.4020215968984,140994032.0
小家电,小家电,2025-09-24,0.4,6.5,6.0,4.5,7.0,7.0,928.0302414404882,928.9140598324879,913.9111870602512,917.2200788572544,114787983.0
小家电,小家电,2025-09-25,-0.1,6.0,6.5,5.0,4.0,3.5,924.6089907823266,932.6282944482016,921.6090824881724,929.4915755324026,122407745.0
小家电,小家电,2025-09-26,0.05,5.5,4.8,5.0,5.5,5.2,915.7397261140471,922.1555353534987,913.4684137260732,922.1555304826144,89913976.0
小家电,小家电,2025-09-29,0.15,4.5,3.8,4.0,4.5,4.8,917.5908257410046,919.7388956461998,905.4770502091775,914.7701854184266,109398854.0
小家电,小家电,2025-09-30,0.4,6.2,6.5,6.0,7.0,7.0,915.2524445498334,916.7983254424689,911.8780915144536,915.6659600585923,85042388.0
小家电,小家电,2025-10-09,0.15,5.5,4.5,5.0,4.0,5.5,909.8497932482097,915.1062236256735,900.9514163152288,915.1062236256735,103558029.0
小家电,小家电,2025-10-10,-0.2,8.0,7.0,6.5,4.0,4.5,913.7439990798005,919.1637151202059,908.5830863532825,909.1473833696198,105876620.0
小家电,小家电,2025-10-13,0.65,7.2,7.0,5.5,8.0,6.8,894.4492119456413,895.9059032910411,875.4375989584379,885.2040792271562,112803696.0
小家电,小家电,2025-10-14,0.35,6.5,6.0,6.5,5.0,5.0,886.8880127631907,902.5292794583096,884.4644832569832,898.6172148377443,98631053.0
小家电,小家电,2025-10-15,0.45,6.3,6.8,5.5,6.7,6.4,893.6752625872689,895.8001632236733,883.7309273694096,888.359795821986,86641161.0
小家电,小家电,2025-10-16,-0.5,6.0,5.0,5.0,8.0,3.0,883.7866312656216,892.5294585293525,882.425103217523,892.5294562447968,86861647.0
小家电,小家电,2025-10-17,0.15,7.0,5.5,8.0,4.5,5.5,871.5486779659069,885.7496022384324,871.5486764722062,883.5611759347651,100451147.0
小家电,小家电,2025-10-20,0.45,6.5,6.8,5.5,7.2,6.3,878.4135006649109,879.9642639570732,873.1791516685583,878.8114846867612,90804793.0
小家电,小家电,2025-10-21,0.65,8.0,8.0,7.0,8.0,7.5,888.7220562005416,889.112130107256,877.5101538390683,880.5253480488794,90698565.0
小家电,小家电,2025-10-22,0.4,7.0,7.0,6.5,7.0,6.5,898.0050319601118,899.7356283843221,886.7553738573057,887.8494727858397,109633293.0
小家电,小家电,2025-10-23,-0.1,6.5,5.0,5.0,4.0,5.0,901.9627100967818,902.8701066231083,892.0726738592164,898.1936208043621,94524846.0
小家电,小家电,2025-10-24,0.15,4.5,5.0,4.0,5.5,5.5,908.7526271748795,910.699848194987,901.7147590631712,901.8322818979617,104489303.0
小家电,小家电,2025-10-27,0.15,5.5,4.8,4.0,4.5,5.3,925.654177112082,929.0006936605673,916.5679147395695,916.5679147395695,145073770.0
小家电,小家电,2025-10-28,0.75,8.5,7.5,8.5,8.0,7.0,921.556094864274,926.2279056984632,919.0964246918406,923.031366505904,139758321.0
小家电,小家电,2025-10-29,0.35,7.5,7.0,6.0,6.0,7.0,923.069043942248,923.6864016589856,910.2845159953375,919.2942811094966,142078772.0
小家电,小家电,2025-10-30,0.65,8.5,7.5,7.0,8.0,7.0,908.8731701501084,924.1756429596722,908.8731701501084,922.5589959327032,146347555.0
小家电,小家电,2025-10-31,0.15,6.5,5.5,6.0,4.5,5.8,908.7057549135865,912.9443718391508,900.4850365771306,904.4334788544533,156335304.0
小家电,小家电,2025-11-03,0.55,6.5,6.8,6.3,8.0,6.7,912.4495069447618,913.0333049409321,905.7455864695008,908.5110302485322,135355950.0
小家电,小家电,2025-11-04,-0.5,7.0,7.0,8.0,7.0,3.0,906.0889713049802,913.6896092621199,900.0682205432646,913.6896092621199,128824746.0
小家电,小家电,2025-11-05,0.55,6.5,5.5,6.5,6.0,7.0,908.1702527584613,909.8342218127211,899.4347673288155,899.4347673288155,99242659.0
小家电,小家电,2025-11-06,-0.15,5.5,5.0,6.0,4.5,4.5,913.9223075195117,914.9846111259574,905.5808840504924,909.1575231678012,127533746.0
小家电,小家电,2025-11-07,0.15,5.5,5.0,4.5,5.0,5.5,902.6612152470046,912.0004774832721,902.0922177482315,912.0004756648926,104521870.0
小家电,小家电,2025-11-10,0.5,7.0,7.0,6.0,7.5,7.0,916.7353349675193,917.1683453937626,904.2826751466331,904.2826751466331,141209599.0
小家电,小家电,2025-11-11,0.35,7.2,6.8,5.0,7.5,6.3,920.5806539659224,922.1142570106356,914.0319713740137,918.6349507431789,153080222.0
小家电,小家电,2025-11-12,0.0,4.5,4.0,4.5,4.0,5.0,933.2182724341166,933.8360518261298,918.4888085358816,919.7449017395154,236414038.0
小家电,小家电,2025-11-13,0.15,5.8,5.5,5.0,4.5,5.8,948.6129848668244,950.406933503616,934.3890841792203,935.6888466990724,297740137.0
小家电,小家电,2025-11-14,0.15,5.5,4.8,5.0,4.5,5.2,952.82017576928,959.9856922665169,948.4595858920324,948.4595858920324,236600823.0
小家电,小家电,2025-11-17,0.0,5.5,5.0,4.5,4.0,5.0,938.1496999471661,950.6408655246805,935.3968075066565,950.6408620666903,246472769.0
小家电,小家电,2025-11-18,-0.1,4.5,4.0,3.0,3.5,4.5,928.7448375690675,936.1298147992977,923.2671316127673,936.1298147992977,200871116.0
小家电,小家电,2025-11-19,0.45,5.5,6.0,5.0,7.0,6.2,909.9255354546636,927.9239402384583,908.7503534921533,926.9794294891844,160920006.0
小家电,小家电,2025-11-20,0.25,6.5,5.8,5.0,4.5,5.5,909.5266506709697,915.6659470212039,906.8247774521833,912.8805830498742,123192104.0
小家电,小家电,2025-11-21,0.35,5.5,5.5,5.0,6.5,6.0,882.3809092799588,910.8714664289861,880.7562863053464,905.2472633108313,140743462.0
工控设备,工控设备,2025-09-24,0.8,7.5,6.5,6.0,9.0,6.5,1414.55744846862,1414.55744846862,1360.2778718432337,1367.727495607727,493898742.0
工控设备,工控设备,2025-09-25,0.65,7.0,6.5,6.5,8.0,7.0,1403.4249410386851,1419.204985771725,1398.8190180633533,1410.0212907271655,441169950.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-09-12,0.8,6.5,6.5,7.0,9.0,6.5,1082.9379211519401,1090.6243654032646,1075.8142739449054,1077.6587251430594,469763991.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-09-18,0.0,0.0,0.0,0.0,0.0,3.0,1068.069699323908,1090.2199652944864,1060.0061149043654,1089.0756874151803,457023200.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-09-25,0.8,7.0,7.0,7.0,9.0,7.0,1066.076999982882,1080.281018645748,1064.6664235804717,1073.1536035916668,430465919.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-10-10,0.8,8.0,7.0,7.5,9.0,7.0,1093.5801155843005,1101.6113084954525,1082.805451044838,1085.2355618554186,588714880.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-10-15,0.45,5.5,5.0,6.5,6.0,6.8,1107.0578119019528,1110.7208373233068,1093.9494632376754,1094.527440152839,434909972.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-10-29,0.8,7.5,6.5,7.5,9.0,7.0,1105.7361171039956,1116.0839369153814,1098.495708750983,1116.0839369153814,508154896.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-11-04,0.25,7.5,6.0,8.0,9.0,5.0,1124.4015071468407,1125.043350905663,1112.5230981277389,1118.768130764727,650030379.0
工程咨询服务Ⅱ,工程咨询服务Ⅱ,2025-11-19,0.0,0.0,0.0,0.0,0.0,3.0,1097.2926759734546,1119.0067793771107,1096.4558930544545,1119.0067752777372,388525430.0
工程机械,工程机械,2025-09-05,0.5,4.5,4.5,4.0,7.0,6.5,2752.2232509258756,2752.2232509258756,2688.560941348473,2692.759139408578,601958116.0
工程机械,工程机械,2025-09-08,0.75,7.5,7.0,8.0,8.0,7.0,2794.8132847147413,2796.355544490027,2751.020325901606,2751.0203643835926,662488342.0
工程机械,工程机械,2025-09-09,0.6,6.5,6.0,6.0,9.0,6.5,2774.8914343829038,2797.7623363828825,2758.899760976106,2786.53731440816,660305348.0
工程机械,工程机械,2025-09-10,0.75,7.5,6.8,7.2,8.0,6.5,2765.820368884726,2786.8285912382607,2745.568579978793,2771.540427753796,487166636.0
工程机械,工程机械,2025-09-11,0.45,5.5,5.0,5.5,5.0,6.5,2790.5886618083764,2790.5886855322465,2736.671335020405,2758.942705046545,550162175.0
工程机械,工程机械,2025-09-12,0.75,7.5,7.0,6.5,8.0,7.0,2772.034226112426,2793.601526580855,2765.8396386103905,2792.826589279311,646931288.0
工程机械,工程机械,2025-09-15,-0.4,6.5,5.5,5.0,5.0,3.5,2775.1053005812714,2791.604313413013,2762.974817279556,2771.4345504682806,590817473.0
工程机械,工程机械,2025-09-16,0.65,6.5,6.8,7.2,7.5,6.7,2830.3670485528082,2830.367059148695,2766.937538596605,2779.351743934158,594186128.0
工程机械,工程机械,2025-09-17,0.15,6.5,5.5,6.0,4.0,6.2,2874.7710483785654,2878.68706310963,2830.248945294266,2830.2489577964075,849961676.0
工程机械,工程机械,2025-09-18,0.45,7.3,6.8,7.5,5.8,6.2,2877.1008995426,2926.9825222162685,2847.460709482348,2872.80561416163,1044145623.0
工程机械,工程机械,2025-09-19,0.75,7.3,6.8,6.5,8.2,6.4,2914.7311636409263,2924.25433159429,2875.0279235505054,2875.0279270410324,1331231944.0
工程机械,工程机械,2025-09-22,0.5,6.5,6.0,7.0,8.0,7.0,2889.427540166297,2913.587942770095,2865.8821685424614,2913.587942770095,1008378325.0
工程机械,工程机械,2025-09-23,0.75,7.3,7.0,7.5,8.5,7.2,2870.413069947611,2877.8523809511366,2798.5773235608654,2873.356158844683,926660520.0
工程机械,工程机械,2025-09-24,0.65,7.2,6.8,7.5,8.0,6.7,2894.24949244277,2899.2453044686686,2837.440368518374,2846.994508700973,844460032.0
工程机械,工程机械,2025-09-25,0.3,7.2,6.5,7.0,4.5,5.0,2845.585404916621,2890.5109102622328,2845.585404916621,2886.8163217008905,825931694.0
工程机械,工程机械,2025-09-26,0.4,5.5,6.0,6.0,8.0,6.5,2839.4612660681996,2883.0793150913273,2838.6158566800436,2839.4581170437073,868722680.0
工程机械,工程机械,2025-09-29,0.65,8.5,7.5,8.0,8.5,6.8,2888.2440874195604,2888.5607055535597,2812.0726705446446,2836.2326262598845,824773379.0
工程机械,工程机械,2025-09-30,0.15,7.3,6.8,7.5,6.0,6.2,2890.225926014647,2910.1083845091425,2876.533445958885,2892.460180927328,705030322.0
工程机械,工程机械,2025-10-09,0.45,7.3,7.0,7.5,7.0,6.8,2912.649935270665,2914.257220921384,2868.814206291554,2890.99290851715,732459767.0
工程机械,工程机械,2025-10-10,0.15,6.5,6.0,6.5,5.5,5.0,2908.033840509004,2948.340715405257,2898.41842206955,2906.055552000431,734056039.0
工程机械,工程机械,2025-10-13,0.4,6.5,6.0,7.0,7.5,6.5,2862.554868658662,2868.2784479966544,2782.02652445752,2793.816780450373,791515645.0
工程机械,工程机械,2025-10-14,0.4,7.0,6.5,7.0,7.5,6.0,2854.2816778398005,2947.2757665100585,2844.407713748336,2887.902685543337,1117451112.0
工程机械,工程机械,2025-10-15,0.65,7.5,7.0,6.5,8.0,7.0,2921.0704411925212,2921.7332134872663,2836.421081667803,2856.210905776032,931476320.0
工程机械,工程机械,2025-10-16,0.7,7.5,7.0,6.5,8.0,7.0,2860.4731338265074,2910.234663051605,2852.858810062507,2910.234663051605,669472550.0
工程机械,工程机械,2025-10-17,0.15,6.3,5.8,6.5,5.5,4.8,2778.0740302055533,2858.9372062360226,2776.289876915552,2858.937199858719,733849669.0
工程机械,工程机械,2025-10-20,0.55,8.2,7.5,6.8,8.5,7.2,2826.8800808656943,2833.3542121057767,2801.8041530373653,2808.739759510994,630966326.0
工程机械,工程机械,2025-10-21,0.35,6.5,6.0,7.5,7.0,6.8,2906.093595054272,2909.554177689739,2840.7847652216437,2840.7847888063006,880178191.0
工程机械,工程机械,2025-10-23,0.8,8.5,7.5,8.0,9.0,7.0,2934.970347932996,2954.8565340905147,2902.001740738024,2954.856524837609,990600922.0
工程机械,工程机械,2025-10-24,0.5,7.2,7.0,7.5,8.0,6.8,2929.905452474893,2947.66874528682,2922.814504031201,2942.9699654616616,767170183.0
工程机械,工程机械,2025-10-27,0.8,7.5,7.5,8.0,9.0,7.5,2947.345851153032,2967.8523417145734,2935.2001873555196,2939.6543908139342,1248564159.0
工程机械,工程机械,2025-10-28,0.75,7.5,7.5,8.0,8.0,6.5,2939.4229850586225,2956.1971112590177,2918.5682850598537,2931.8579587156487,991498574.0
工程机械,工程机械,2025-10-29,0.45,7.2,6.8,6.5,8.0,6.3,2942.1781362176184,2942.1781650070957,2907.3770697885116,2933.9896352296314,727055157.0
工程机械,工程机械,2025-10-30,0.75,7.5,7.0,7.0,8.0,7.0,2923.2564299542523,2966.65787224109,2920.128821728758,2948.910830544929,792526080.0
工程机械,工程机械,2025-10-31,0.8,8.5,7.5,7.0,9.0,7.5,2957.9048681658683,2969.3091611399504,2910.957891706154,2918.6294759554376,835356055.0
工程机械,工程机械,2025-11-03,0.35,6.5,6.0,5.5,6.0,6.5,2955.104615911734,2959.927399691883,2925.4636475802076,2959.927399691883,641778281.0
工程机械,工程机械,2025-11-04,0.4,5.5,5.5,6.0,7.0,6.5,2941.1993580771923,2974.008054265052,2927.953390385809,2952.2133131896635,659557987.0
工程机械,工程机械,2025-11-05,0.35,7.0,6.5,8.0,6.5,6.5,2966.8854241218623,2972.3803063424198,2924.177457293194,2925.165995676923,731317494.0
工程机械,工程机械,2025-11-06,0.65,6.5,7.0,5.5,8.0,7.0,2981.0853043496263,2995.763918768225,2967.160892483858,2969.2118896646202,1032082919.0
工程机械,工程机械,2025-11-07,0.45,7.2,6.8,5.5,7.0,6.3,2968.218605329886,2980.43775014866,2962.000274655438,2969.5249289057283,814675251.0
工程机械,工程机械,2025-11-10,0.15,6.5,5.8,4.5,5.0,5.8,2950.998558439521,2964.328060292065,2919.803891790069,2964.3280582624398,973014119.0
工程机械,工程机械,2025-11-11,0.75,7.5,7.0,7.5,8.0,7.2,2936.244098215925,2957.6195511857286,2927.7126013761667,2951.0547629664256,661425685.0
工程机械,工程机械,2025-11-12,0.4,5.5,4.5,7.0,7.0,5.0,2900.400032049912,2939.356833795041,2893.5442920466717,2934.2598779337295,641114319.0
工程机械,工程机械,2025-11-13,0.75,7.5,7.0,7.0,7.5,7.5,2928.3723693350735,2932.7942278648043,2888.0439943683336,2899.5646762441597,542348427.0
工程机械,工程机械,2025-11-14,0.15,6.5,5.8,7.2,5.5,5.3,2918.9925840777396,2947.7393601725007,2912.24454967012,2912.2445497933477,839600440.0
工程机械,工程机械,2025-11-17,-0.35,7.2,6.5,7.0,4.5,3.0,2920.544528245455,2936.3462411969276,2907.7194829588834,2928.98143034976,653317145.0
工程机械,工程机械,2025-11-18,0.15,5.5,5.0,6.0,5.5,5.0,2907.0771960688953,2929.5270677811905,2899.687911934901,2929.5270677811905,841001142.0
工程机械,工程机械,2025-11-19,0.75,7.5,7.0,6.5,8.5,7.0,2879.0242450366377,2907.9832100182243,2867.323493984314,2901.3584913153923,647224109.0
工程机械,工程机械,2025-11-20,0.55,7.2,6.5,7.0,7.5,6.8,2884.3889274446556,2898.4334989043887,2877.22283639883,2888.846316752632,594091398.0
工程机械,工程机械,2025-11-21,0.75,7.2,7.5,8.0,9.0,6.3,2832.3500096118737,2889.140015330972,2809.333642457762,2864.0956404751005,771583256.0
底盘与发动机系统,底盘与发动机系统,2025-09-05,0.65,7.5,7.0,7.5,8.0,7.5,1574.2277946490378,1574.2277946490378,1524.301615746348,1530.692160674023,2560279536.0
底盘与发动机系统,底盘与发动机系统,2025-09-08,0.35,6.5,6.0,6.5,6.0,6.8,1613.5657591275974,1613.5659418231326,1574.8888908297322,1574.888892561227,2621422390.0
底盘与发动机系统,底盘与发动机系统,2025-09-09,0.45,7.2,7.8,6.5,7.5,6.8,1606.352517047896,1617.5096246067822,1599.8754476006202,1610.7069184523043,2690398032.0
底盘与发动机系统,底盘与发动机系统,2025-09-10,0.05,6.8,6.3,6.5,4.7,5.1,1602.4946094204154,1626.1828443589131,1597.678137619448,1605.4050716670802,2828004396.0
底盘与发动机系统,底盘与发动机系统,2025-09-11,0.25,7.2,6.8,7.5,5.0,6.5,1630.8412091671607,1630.8412129817466,1584.6757617489138,1597.7552324685319,2521210072.0
底盘与发动机系统,底盘与发动机系统,2025-09-12,0.25,7.3,6.8,7.0,5.5,5.8,1624.0915267268322,1645.3616204319014,1623.5136415655263,1632.6738548684632,3509764129.0
底盘与发动机系统,底盘与发动机系统,2025-09-15,0.75,7.8,7.5,7.0,8.5,7.2,1635.0846187765885,1657.9836868714972,1629.0337224132938,1629.0337224132938,3008796038.0
